Current price,Origninal price,Listing title,Condition
£786GBP,£786GBP,Charvel So Cal Style 1 HH Electric Guitar w/ Floyd Rose (Pre-Owned),Excellent
"£2,495.01GBP","£2,495.01GBP",Fender 1975 Stratocaster Sunburst [SG827],Very Good
"£1,726.49GBP","£1,726.49GBP",G&L USA ASAT Z3 Transparent Orange,Excellent
"£1,374.73GBP","£1,374.73GBP",Fender Japan TL-68 Beck Mongolian Chop Squad Telecaster Blonde,Very Good
"£2,344.30GBP","£2,344.30GBP",Fender Custom Shop 1959 Stratocaster NOS Antique Natural [RG708],Very Good
£753.53GBP,£753.53GBP,Ltd Ec 1000 Piezo See Thru Blue Piezo Qm Stb [Tg065],Mint
None,None,None,None
£644.69GBP,£644.69GBP,Ibanez Roadster RS-300 Natural 1979,Very Good
"£1,004.70GBP","£1,004.70GBP",Fender American Standard Stratocaster [RG668],Very Good
£554.16GBP,£554.16GBP,Ibanez Roadster Series RS 100 Ivory 1979,Very Good
£568.35GBP,£631.50,Charvel/Jackson Telly TE-070-SS 1989 Vintage White,Very Good
"£1,758.23GBP","£1,758.23GBP",Paul Reed Smith(PRS) Custom24 10Top Scarlet Red [NG567],Very Good
"£3,767.63GBP","£3,767.63GBP",Gibson Les Paul Custom 3PU [SG296],Very Good
£380.57GBP,£418.63,Edwards ESP E-SG 80D SG 2005 Made In Japan,Very Good
"£3,315.37GBP","£3,710.05",(Video Demo) Gibson Les Paul Custom 20th Anniversary Cherry Sunburst 1974 OHSC,Good
"£2,846.65GBP","£2,846.65GBP",Fender Custom Shop 1968 Stratocaster MH Lake Placid Blue Relic [RG401],Mint
"£6,499GBP","£6,499GBP","Fender Custom Shop 1997 Vince Cunetto Relic 1960 Stratocaster (Sunburst), Pre-Owned",Excellent
"£21,467.65GBP","£25,256.05",1958 Fender Stratocaster Blonde Finish w/OHSC Signed by Guitar Legends,Good
"£1,101.18GBP","£1,101.18GBP",Fender Stratocaster XII CIJ Burgundy Mist Finish Electric Guitar,Very Good
"£1,973.43GBP","£1,973.43GBP",Gibson Les Paul Standard 60's Figured Top Bourbon Burst Open Unplayed,Mint
"£1,749GBP","£1,749GBP","Fender 2017 FSR Exotic Edition American Vintage '59 Pine Stratocaster Electric Guitar in Natural, Pre-Owned",Excellent
"£1,933.97GBP","£1,933.97GBP",Gibson Les Paul Traditional Pro V,Excellent
"£1,811.62GBP","£1,811.62GBP",Clean! 2017 Gibson Les Paul Standard Cherry Sunburst + OHSC,Excellent
£301.26GBP,£354.43,2006 Epiphone Les Paul Standard Black Finish Electric Guitar,Very Good
£606.87GBP,£606.87GBP,Epiphone Firebird II 1995,Very Good
"£1,400.47GBP","£1,400.47GBP",Fender Stratocaster American vintage reissue 65 2018 Sunburst,Very Good
£122.35GBP,£122.35GBP,Squier Stratocaster Rosewood Black,Very Good
£217.08GBP,£217.08GBP,Sequoia S-Type Black,Good
"£1,680.56GBP","£1,680.56GBP",PRS S2 McCarty SC594 WB 19/05/2020 WB,Excellent
£423.45GBP,£423.45GBP,Jackson Japan Dkmgt Black,Mint
"£1,250GBP","£1,250GBP",Fender Stratocaster Modified 2002 Rare Yellow,Excellent
"£2,240.75GBP","£2,240.75GBP",Gibson Les Paul Sunken Treasure 2016 River Green,Excellent
"£2,364.18GBP","£2,364.18GBP",MINTY! 2013 Gibson Custom SG3 Deluxe Lime Burst 3 Pickup w/ Bigsby + OHSC,Excellent
"£56,242.97GBP","£56,242.97GBP",1958 Gibson Les Paul Custom [*Demo Video],Very Good
"£3,156.71GBP","£3,156.71GBP",1962 Epiphone Coronet Cherry,Good
"£1,005.78GBP","£1,183.27",Used Fender American Elite Stratocaster Sky Burst Metallic 2016,Excellent
"£2,130.52GBP","£2,130.52GBP",2020 Gibson Slash Les Paul Standard Anaconda Burst - Limited Edition - Collectors Condition,Mint
"£1,341.27GBP","£1,577.96",Used Gibson Les Paul Traditional Cherry Sunburst 2016,Excellent
"£1,695GBP","£1,695GBP",ESP KH- 2 Signature Custom 1995/96 Inc hard case,Very Good
£947.24GBP,£947.24GBP,Gibson Les Paul Tribute 2020 Faded Iced Tea Open Unplayed W/ Premium Bag,Mint
"£1,526.45GBP","£1,795.83",Fender 57 Reissue Stratocaster 1989 Olympic White 57RI RI original with tweed case Light 7.67 pounds,Very Good
£157.88GBP,£157.88GBP,Yamaha EG-12 Stratocaster Black,Good
£394.68GBP,£394.68GBP,Ibanez JEMJR Steve Vai JEM Junior Signature,Mint
"£4,119.75GBP","£4,119.75GBP",1976 Gibson Explorer,Very Good
"£4,065.28GBP","£4,065.28GBP",Dwight Eliminator 2020 Pelham Blue,Excellent
"£2,210.25GBP","£2,210.25GBP",Gibson Explorer Pro,Excellent
"£1,499.02GBP","£1,712.15",ESP Ron Wood Signature Fiesta Red 2005 — Sado Custom Shop - Tele / Telecaster — w/DiMarzio Chopper T,Excellent
"£1,200GBP","£1,400",Fender Mexico '72 Telecaster Deluxe Refinish Surf Green Lacquer 2008,Mint
"£2,873.42GBP","£2,873.42GBP",2001 Gibson Custom Shop Les Paul Custom '68 Reissue Tri burst Flame Top,Excellent
"£2,754.26GBP","£3,081.03",Fender American Vintage '57 Stratocaster 1982 - 1984 (Fullerton Plant),Very Good
"£2,499GBP","£2,499GBP",Gibson Les Paul Dark Fire 2008 incl Case & Boxes,Excellent
£850GBP,£850GBP,Fender Stratocaster 2001/2 Black MIA,Excellent
"£2,054.02GBP","£2,054.02GBP",BUTTARINI Standard Sg 61 2017 Vintage White,Mint
£199GBP,£199GBP,Vintage Hohner ST59 Professional 1980 Sunburst - Rare,Excellent
"£10,995GBP","£10,995GBP",Gibson Les Paul Special 1958 TV Yellow,Excellent
"£2,604.87GBP","£2,940.98",Ernie Ball Music Man John Petrucci JP6 BFR Transblack,Very Good
£350GBP,£400,Michael Kelly Patriot Custom 2009 Black,Very Good
£746.92GBP,£746.92GBP,Ibanez RG 550 Genesis 2019,Mint
£679GBP,£679GBP,Fender Contemporary Series Stratocaster White,Fair
"£1,845.82GBP","£1,845.82GBP",2007 Music Man - John Petrucci #D0555,Good
£900GBP,£900GBP,Fender Japan Stratocaster CIJ HSS 2000 Pink,Mint
"£2,522.05GBP","£2,522.05GBP",Gibson Les Paul Deluxe 1977 Wine Red,Very Good
£315GBP,£315GBP,DeArmond M-75t 1990 Blue Sparkle Upgraded!,Fair
"£1,973.43GBP","£1,973.43GBP",Jackson USA Soloist SL2H W Fishman Fluence Pickups & Coil Splits Metallic Black 2009,Excellent
£315.74GBP,£315.74GBP,Squier Classic Vibe '50s Telecaster Maple Fingerboard Electric Guitar Butterscotch Blonde,Mint
£150GBP,£180,Squier by Fender Stratocaster 2019 Brown Sunburst,Very Good
£434.16GBP,£434.16GBP,PRS SE Custom 2009 Whale Blue,Very Good
"£1,341.27GBP","£1,577.96",Taylor T5 - C 2006 Customized w/ Piezo Undersaddle Pickup,Good
"£1,213.74GBP","£1,213.74GBP",Ibanez MSM1 Premium 2016,Mint
£559.25GBP,£559.25GBP,FGN Gain by FGN Deluxe FL Hochglanz/Gold,Very Good
"£4,735.46GBP","£6,677.32",Fender USA Telecaster Red Hot Chili Peppers Signed RARE / Certificate of Authenticity,Excellent
"£1,587.20GBP","£1,867.29",Fender Stratocaster Hardtail with Maple Fretboard 1979 Natural,Excellent
"£2,044.68GBP","£2,044.68GBP",ESP KH-3 Kirk Hammett Early Model from the 90s Metallica Sound,Very Good
£204.47GBP,£204.47GBP,Jim Harley Les Paul Standard Style Cherry Sunburst 90's Electric Guitar,Fair
"£1,260.42GBP","£1,260.42GBP",Gibson Explorer '76 1993 Vintage Sunburst,Fair
£513.51GBP,£513.51GBP,ESP LTD EC-401 OW Olympic White Electric Guitar,Very Good
"£28,933.68GBP","£28,933.68GBP",Gibson Gibson Custom Shop Les Paul Jimmy Page Number 1 Tom Murphy Aged Limited Edition Low Serial,Excellent
£868.31GBP,"£1,184.06","Fender ""Tele-bration"" Limited Edition 60th Anniversary '75 Telecaster 2011",Excellent
"£3,500GBP","£3,500GBP",1987 Fender AVRI 62 Stratocaster Fiesta Red,Excellent
£431.79GBP,£431.79GBP,Fender Japan Stratocaster N Serial Electric Guitar RefNo 3344,Very Good
£986.72GBP,£986.72GBP,Fender American Standard Telecaster 2010 Sunburst W/TSA Case,Excellent
£992GBP,"£1,167.06",Parker Nitefly M (Mojo) 2007 Natural mahogany,Very Good
£629GBP,£699,Fender Vintera Stratocaster 50's Maple Board 2019 Surf Green,Mint
£317.44GBP,£317.44GBP,Hagstrom F200P Weiß/Hochglanz,Good
£653.55GBP,£653.55GBP,1991 Squier Fender Japan Stratocaster Silver Series black,Good
"£1,857.96GBP","£1,857.96GBP",Gibson Les Paul Classic del 1999 Cherry sunburst,Excellent
£197.34GBP,£197.34GBP,Aria Pro II MAC-50 1997 Metallic Silver Shade,Very Good
£651.68GBP,£651.68GBP,"Dean 1980 Cadillac CBK-6, aus der Ausstellung Hochglanz/Schwarz",Good
£220GBP,£250,Vinatage V100 Arctic White,Very Good
£280.09GBP,£280.09GBP,Gretsch Synchromatic Sparkle Jet Blue Semi-Hollow,Good
"£1,894.50GBP","£1,894.50GBP",GallonegroTelecaster 2019,Excellent
£999GBP,£999GBP,PRS S2 Vela Frost Blue ~ Secondhand,Mint
£513.09GBP,£513.09GBP,Fender Stratocaster 2006 Cream white,Good
"£2,367.34GBP","£2,367.34GBP",2006 Gibson Custom Shop '68 Reissue Les Paul Custom Tri Burst Flame Top,Very Good
"£3,314.59GBP","£3,314.59GBP",2012 Gibson Custom Shop Historic Les Paul Custom '68 Reissue Ebony Black,Very Good
"£1,814.77GBP","£1,814.77GBP",2005 Gibson Les Paul Standard Faded Honey Burst,Very Good
£349GBP,£349GBP,ESP LTD M-50 Electric Guitar Custom Gold Sparkle Finish Duncan Designed Pickups Reverse Headstock,Excellent
£917.25GBP,"£1,310.35",Fender USA Stratocaster Sonic Blue w/ Hardshell Case,Very Good
£654.39GBP,£654.39GBP,Paul Reed Smith SE Custom 24 Exotic Burled Ash w/ Gig Bag,Excellent
£496.52GBP,£496.52GBP,Jackson Soloist SLX DX Red Swirl Electric Guitar,Mint
"£1,120.37GBP","£1,120.37GBP",Fibenare Classic 2 2005 Flamed Maple,Very Good
"£1,072.76GBP","£1,072.76GBP",Zemaitis C22MF Casimere Metal Front Natural Electric Guitar w/ Gig Bag,Mint
"£2,194.07GBP","£2,194.07GBP",Ibanez 2399 DX -L5S copy- 1974 Cherry Sunburst,Very Good
"£1,577.96GBP","£1,577.96GBP",1999 Gibson Sg Supreme w/P90s,Very Good
"£2,998.84GBP","£2,998.84GBP",1959 Gibson Les Paul Jr 3/4 Scale Cherry,Very Good
"£1,179.62GBP","£1,179.62GBP",1961 Supro Valco Dual Tone w/ original case Vistatone Ralph Keller Pickups Stackpole CRL,Excellent
"£1,263GBP","£1,420.88",Fender Eric Johnson Stratocaster with Rosewood Fretboard,Mint
"£2,209.46GBP","£2,209.46GBP",2019 PRS Paul Reed Smith McCarty 594 Black Gold Burst,Very Good
£605.94GBP,£605.94GBP,Fender Classic Series '70s Stratocaster Black (2005) Mexique,Very Good
"£2,170.78GBP","£2,170.78GBP",Fender Stratocaster Jeff Beck 2011,Excellent
"£2,526GBP","£2,526GBP",GallonegroTelecaster 2019 Satin,Excellent
"£2,130.52GBP","£2,130.52GBP",Gibson Les Paul Standard 1997 Honeyburst,Very Good
£789.37GBP,"£1,184.06",Fender USA American Highway One Stratocaster 2006 Nitrocellulose antique white tan heavy relic hwy 1,Very Good
£552.56GBP,£631.50,Ibanez RG920MQMZ-RDT Premium 2012 - 2013 Red Desert,Excellent
£746.92GBP,£746.92GBP,Washburn N2 Natural (Nuno Bettencourt Signature w/ Floyd Rose Tremolo),Mint
"£3,156.71GBP","£3,156.71GBP",2006 Gibson Custom Shop Historic Les Paul Custom '57 Reissue Ebony Black,Very Good
"£3,942.93GBP","£3,942.93GBP",2016 Gibson Les Paul Standard Flame Top Sunburst Finish Electric Guitar w/OHSC Signed By Green Day,Excellent
£390.74GBP,£390.74GBP,Squier Custom Painted One of a Kind Vintage Modified Mustang Electric Guitar In Metallic Lemans Blue,Excellent
£324.91GBP,£324.91GBP,Switch Futura IV Schwarz/Hochglanz,Good
£551.77GBP,£630.71,"Boha Hand Made and Hand Carved Electric Guitar ""Aphrodite Goddess "" motif",Excellent
£184.86GBP,£184.86GBP,Black Hawk Black Hawk Hochglanz/Rot,Excellent
"£1,326.15GBP","£1,326.15GBP",Gibson Les Paul Studio Light 1992 Cherry Sunburst,Very Good
"£3,314.44GBP","£3,314.44GBP",Gibson Custom Shop Les Paul R6 Gold Top Historic 1956 del 2006 eccellenti condizioni,Excellent
£308.10GBP,£466.82,Vintage 1970s EKO Kiwi Italy Les Pa single cut VOX Starstream Ultrasonic Ferro-Sonic pickups RARE,Very Good
£414.41GBP,£414.41GBP,Jackson Soloist X Satin Red Pearl,Good
£690.43GBP,£812.27,PRS SE Mark Holcomb SVN 7 String Electric Guitar Walnut Top Satin with Gig Bag,Mint
"£2,486.53GBP","£2,486.53GBP",Steinberger GM-1 + 1988 Black,Very Good
£592.02GBP,£592.02GBP,ESP LTD EC1000 Deluxe,Very Good
£975GBP,"£1,100",Fender FSR Blacktop Jaguar HH Aged Candy Apple Green over Blizzard Pearl 2011,Mint
"£2,209.46GBP","£2,209.46GBP",2009 Fender Stratocaster 1969 Custom Shop '69 Reissue NOS Stratocaster NOS ~ Black,Very Good
£717.97GBP,£717.97GBP,Fender Deluxe Nashville Telecaster 2004,Very Good
£372.52GBP,£372.52GBP,VIG VIG Screech Demon Skulls Schwarz Demon Skull,Excellent
£858.02GBP,£858.02GBP,Fender 50th Anniversary Golden stratocaster 2004,Very Good
"£1,489.17GBP","£1,489.17GBP",Fender Eric Clapton stratocaster 2016,Excellent
"£3,175.89GBP","£3,175.89GBP",Gibson Les Paul Deluxe 1972 Gold Top,Good
£662.89GBP,£746.92,BLACK FRIDAY PRICE Tokai Goldstar Sound TST-60s 1984 Cream White Fender Stratocaster reissue,Good
"£1,259.49GBP","£1,259.49GBP",Fender American Deluxe Stratocaster HSS 2014,Excellent
"£1,026.19GBP","£1,026.19GBP",Gibson Les Paul studio 2018 Ebony,Very Good
"£2,499GBP","£2,499GBP",Fender '51 Reissue NOS Nocaster Custom Shop 2006 Blonde,Good
"£3,157.50GBP","£3,157.50GBP",Washburn Dime Funky Munky 2000s Whitebolt,Mint
£118.41GBP,£118.41GBP,Austin AST 100 Black,Very Good
"£1,260.42GBP","£1,260.42GBP",K'mo Downtown Std 2020 Ice Blue Metallic,Mint
"£9,000GBP","£9,000GBP",Gibson 2015 Les Paul Custom 54 RI VOS 2015. Collector Alert - Only 25 Issued Worldwide,Mint
£752GBP,£752GBP,Fender Japan ST57 CAR [1005],Very Good
"£1,250GBP","£2,000",Jackson usa 1984 brown,Good
"£1,633.88GBP","£1,633.88GBP",Music Man Steve Morse Y2D FR 2006 Deep Purple Burst,Excellent
"£1,400.47GBP","£1,633.88",Fender American Original '60s Telecaster RW 2020 Burgundy Myst Metallic,Mint
£369GBP,£369GBP,Jedson Semi-Hollow Electric,Very Good
"£1,297.77GBP","£1,297.77GBP",Bacchus Duke hand made Standard 2017 brown oil,Excellent
£379GBP,£379GBP,Kay Effector,Good
"£4,600GBP","£4,600GBP","Fender Telecaster 1973 Blonde, Rosewood Board !",Excellent
£943.81GBP,£943.81GBP,Fender Mexico Buddy Guy Standard Stratocaster Polka Dot 2009 [1005],Very Good
"£3,817.51GBP","£3,817.51GBP",Fender Custom Shop Jimi Hendrix Voodoo Child Signature Stratocaster Nos Black -2018- [1005],Very Good
"£1,213.74GBP","£1,213.74GBP",Eko Ekomaster 400 gold sparkle 60's,Excellent
£734.31GBP,£863.89,Fender Japan ST68-85TX Maple 3Tone Sunburst BLACKFRIDAY202015,Very Good
"£3,200GBP","£3,200GBP",Fender USA Telecaster Custom 1978,Mint
"£2,519.91GBP","£2,800",Fender Nocaster 1951 Relic Custom Shop 2003 Butterscotch Blonde,Very Good
"£1,105.12GBP","£1,105.12GBP",2005 Fender Stratocaster '57 Vintage Reissue ST57-DMC/VSP Nitro Lacquer Sunburst Japan MIJ,Excellent
"£1,223.53GBP","£1,223.53GBP",Fender American Deluxe Stratocaster Wine Red with Maple fretboard,Excellent
£394.69GBP,£513.09,Ibanez Pro Line 1440 1985 Red,Very Good
£169GBP,£169GBP,Vintage VRS130 White,Very Good
"£1,307.10GBP","£1,633.88",Fender American Original '60s Telecaster with Rosewood Fretboard 3-Color Sunburst,Mint
"£1,123.44GBP","£1,123.44GBP",Fender USA American Standard Stratocaster Chrome Blue [1005],Very Good
"£3,800GBP","£3,800GBP",Gibson Les Paul Deluxe 1975 Red,Very Good
£229.99GBP,£229.99GBP,Westone Concord 1 Electric Guitar 1984 Matsumoku Made in Japan,Fair
£749.83GBP,£882.16,Dean Dime From Hell Ml Lightning Bolt 2012 BLACKFRIDAY202015,Very Good
£871.50GBP,£871.50GBP,Gibson USA Les Paul Tribute Satin [1005],Very Good
£504.63GBP,£593.69,Aria 1983 Cs-350 Cardinal Series See Thur Red BLACKFRIDAY202015,Very Good
"£3,154.47GBP","£3,154.47GBP",Fender USA 1969 Mustang Competition Orange [1005],Very Good
£698.72GBP,£698.72GBP,Keipro St Sparkle [1005],Very Good
"£1,415.59GBP","£1,415.59GBP",Hamer Diablo MOD Trans Green [1005],Very Good
"£1,826.56GBP","£1,826.56GBP",Edwards Platinum Edition EP-ST-ALR 3Tone Sunburst [1005],Very Good
"£1,506.91GBP","£1,506.91GBP",Fender USA American Professional Stratocaster HSS Candy Apple Red [1005],Very Good
£556.39GBP,£654.58,Epiphone Les Paul Custom Pro Antique White BLACKFRIDAY202015,Very Good
"£3,561.79GBP","£3,561.79GBP",Gibson Custom Japan Limited Run 1974 Les Paul Custom V.O.S. Ebony Fingerboard Antique Ebony [1005],Very Good
£860.08GBP,£860.08GBP,Fender Hybrid 50s Stratocaster / Black [1005],Very Good
£540.22GBP,£635.55,G&L Tribute Series S-500 Tobacco Sunburst BLACKFRIDAY202015,Very Good
"£2,257.63GBP","£2,257.63GBP",Gibson USA SG Standard Cherry 1973 [1005],Very Good
£476.17GBP,£560.20,Fernandes/Burny TEJ-55G Black BLACKFRIDAY202015,Very Good
£420.53GBP,£494.74,Grassroots G-SG-55L BLACKFRIDAY202015,Very Good
"£3,013.83GBP","£3,013.83GBP",James Tyler Studio Elite HD Black Sunburst [1005],Very Good
"£1,461.25GBP","£1,461.25GBP",Pgm St Type S-S-H Gold [1005],Very Good
"£2,557.18GBP","£2,557.18GBP",Fujigen GF-Custom Walnut [1005],Very Good
£513.69GBP,£604.34,Epiphone Les Paul Custom Pro Antique White BLACKFRIDAY202015,Very Good
£710.38GBP,£835.74,Fender Japan Stratocaster St62-500 3 Tone Sunburst BLACKFRIDAY202015,Very Good
£846.38GBP,£846.38GBP,Gordon Smith Order Model Graf Deluxe Red [1005],Very Good
£588.74GBP,£692.63,Hohner G2 Tremolo BLACKFRIDAY202015,Very Good
"£2,648.51GBP","£2,648.51GBP",James Tyler Studio Standard Hd Transparent Red [1005],Very Good
"£4,292.42GBP","£4,292.42GBP",Fender USA Active Stratocaster Journeyman Relic Mercedes Blue Metallic [1005],Very Good
"£1,461.25GBP","£1,461.25GBP",Fender USA Jeff Beck Stratocaster Noiseless Surf Green 2001 [1005],Very Good
£434.76GBP,£511.48,History ZGF-CFS Midnight Blue BLACKFRIDAY202015,Very Good
£700.23GBP,£700.23GBP,Gibson LPJ 2013 Cherry,Mint
"£1,866.36GBP","£2,334.11",Music Man Steve Morse 1999 white (rare colour),Mint
£914.97GBP,£914.97GBP,Paul Reed Smith SE Custom with Tremolo 2007 - 2008 Tobacco Sunburst,Mint
"£1,073.69GBP","£1,073.69GBP",Fender Jerry Donahue Signature Telecaster MIJ 1994 - 1999 Crimson Transparent,Excellent
"£8,868.70GBP","£9,803.28",PRS Private Stock Custom 24 Sage Dragons Breath 2016,Mint
£875.42GBP,"£1,105.13",Gibson Les Paul Double cut classic 57/57+ glows in the dark,Very Good
£568.10GBP,£668.35,Ibanez RGIR20BFE Walnut Flat BLACKFRIDAY202015,Very Good
£497.39GBP,£585.16,Paul Reed Smith SE Santana BLACKFRIDAY202015,Very Good
£853.92GBP,£853.92GBP,Fernandes/Burny RAVELLE ELITE FT [1005],Very Good
"£1,826.56GBP","£1,826.56GBP",Crews Maniac Sound KTR Limited Sunburst [1005],Very Good
£947.24GBP,£947.24GBP,"1970s Hisonus SG Deluxe Vintage Electric Guitar Walnut 100% Original w/hc, Japan",Excellent
"£1,369.92GBP","£1,369.92GBP",Fender American Standard Stratocaster Black MOD [1005],Very Good
£595.97GBP,£595.97GBP,Epiphone Les Paul Standard Gold Top [1005],Very Good
£631.50GBP,£631.50GBP,Epiphone Limited Edition Joe Bonamassa '60 Les Paul Standard,Mint
"£1,105.12GBP","£1,105.12GBP","1976 Greco EG1000R Vintage Custom Electric Guitar Cherry Sunburst, Japan Fujigen, Maxon U-3000 PAFs",Excellent
"£3,105.16GBP","£3,105.16GBP",James Tyler Studio Elite HD Lake Placid Blue MH with Bare Wood Arm Contour [1005],Very Good
"£2,762.81GBP","£2,762.81GBP","Fender Swinger (Arrow, Musiclander)",Good
£947.24GBP,£947.24GBP,1990 Greco EGC-600 Black Beauty Vintage Guitar Mint Collection Ebony Japan w/ Gibson USA Pickups,Excellent
£761.14GBP,£761.14GBP,Kramer JK-1000 MOD [1005],Very Good
"£20,899GBP","£20,899GBP",1963 Fender Stratocaster Sunburst All Original,Very Good
"£1,727.74GBP","£2,032.64",beautiful Gibson Les Paul standard 1980 Tobacco burst,Excellent
£78.64GBP,£78.64GBP,Gibson Maestro Blue,Fair
"£6,315GBP","£6,315GBP",Fender Masterbuilt Stratocaster NAMM show one of a kind,Very Good
"£1,866.36GBP","£2,334.11",Music Man Steve Morse 1999 white (rare colour),Mint
£947.24GBP,£947.24GBP,ESP Eclipse 1995 Metallic Gold Arch Top Semi Hollow Time Capsule,Mint
"£8,868.70GBP","£9,803.28",PRS Private Stock Custom 24 Sage Dragons Breath 2016,Mint
£559.25GBP,£559.25GBP,Jackson SLAT TXM G3-7 X-Series Neckthrough 7-String EMG 707 Slime Green,Very Good
£475GBP,£475GBP,Fender Stratocaster 2018 Fiesta Red,Excellent
"£6,152.73GBP","£6,152.73GBP",Fender Custom Shop Masterbuilt Todd Krause 59´ Josefina 2014,Mint
"£2,447.06GBP","£3,078.56",PRS 513 2008 Red,Very Good
"£4,200.47GBP","£5,600.94",Gibson Firebird VII Non-Reverse 1967 (Refinished in Black),Very Good
£700GBP,£700GBP,Ibanez FRIX6FEAH 2019 Charcoal Stain,Very Good
"£1,820.61GBP","£1,820.61GBP",Gretsch G6129T-1957 Silver Sparkle with Bigsby (2012),Excellent
"£2,264.72GBP","£2,580.47",ESP E-II MF-9 BABYMETAL Limited Edition Collaboration/Signature Model Custom 9-String 2020,Excellent
£236.80GBP,£315.75,Epiphone Les Paul Special II - LTD Black,Excellent
"£3,733.65GBP","£4,200.47",Fender Jaguar with Rosewood Fretboard 1967 (Sunburst),Excellent
£275GBP,£275GBP,Ibanez Sa Series Blue Burst,Very Good
£718.32GBP,"£1,026.18",Univox Hi Flier Phase 2 w/ Hardshell Case,Fair
"£1,000GBP","£1,000GBP",1976 'lawsuit' Ibanez 2350 Les Paul Custom,Good
£314.17GBP,£473.63,Gretsch G5435 pro jet black,Good
